frame,x,y,xVelocity,yVelocity,thetayaw,timestamp,speed_mps,steering_percentage,accx,accy,driving_mode
69,458496.24230046454,4399965.630293205,-0.2029426237984192,0.07720553761380973,2.8735034364901573,1676448775.2031624,0.0,92.61701965332031,-0.3504000595657434,0.16310611351871412,1
70,458496.2214155166,4399965.637499645,-0.23998165875026173,0.08943496051200098,2.878178421128763,1676448775.303159,0.0,95.02127838134766,-0.4051586058198749,0.1399317995119066,1
71,458496.19653836585,4399965.64597097,-0.2854237614356566,0.10370224541814098,2.8837320999694622,1676448775.4031756,0.0,97.48936462402344,-0.47073753124000256,0.16467876033265466,1
72,458496.164704215,4399965.65700075,-0.33508554217302766,0.120751427915989,2.891059949615615,1676448775.5031593,0.28611111640930176,98.36170196533203,-0.5116012517720399,0.14372857713464354,1
73,458496.1273932422,4399965.67004011,-0.3879218628555798,0.133802651964899,2.8997540453365804,1676448775.6031241,0.3722222149372101,99.2978744506836,-0.5196983640621099,0.11972795756761812,1
74,458496.08797254076,4399965.683706933,-0.4365011514831758,0.1462091475428105,2.908951104975184,1676448775.703156,0.4444444477558136,99.59574127197266,-0.5459286749795708,0.13405142781470264,1
75,458496.0361150356,4399965.701277015,-0.49317012510209046,0.16117372614050937,2.921277807388747,1676448775.8031073,0.5111111402511597,99.7872314453125,-0.5948807359797347,0.07451337402762975,1
76,458495.9864475848,4399965.717408099,-0.5437669656499026,0.1680881611380461,2.933088684676677,1676448775.9031944,0.5722222328186035,99.82978820800781,-0.5394032742514546,0.04002015503050532,1
77,458495.9318778481,4399965.7341268165,-0.5961862688041762,0.1749909524257668,2.9459174200780165,1676448776.003146,0.6388888955116272,99.93617248535156,-0.5557773856236875,0.13010082142512353,1
78,458495.86772564356,4399965.754423828,-0.6466951715623527,0.18561950572277855,2.959735860615325,1676448776.1031818,0.7083333134651184,99.97872161865234,-0.4825520293050318,0.028160552854938237,1
79,458495.8032670059,4399965.773707237,-0.6944504238138934,0.18957234549143406,2.974899800272791,1676448776.2031753,0.7749999761581421,100.0,-0.4612592976453527,0.03288841498724038,1
80,458495.73446773924,4399965.792975244,-0.7400711186213381,0.18368773281896683,2.9910502875020013,1676448776.3031225,0.8277778029441833,100.06382751464844,-0.5173654689780447,-0.11390175860077256,1
81,458495.6549994763,4399965.8132464625,-0.7868626229490447,0.17950576367137144,3.009404190376996,1676448776.4031758,0.8777777552604675,100.0851058959961,-0.41272316825877564,-0.007615834076125594,1
82,458495.5774583619,4399965.831711108,-0.8281200312866502,0.17734897939119565,3.0274188549089986,1676448776.5031593,0.9388889074325562,100.1276626586914,-0.4067403586448238,-0.06572090832924399,1
83,458495.48218390835,4399965.852047571,-0.8743060147840106,0.1669433986920207,3.0495998066201224,1676448776.6031451,0.9888888597488403,100.1276626586914,-0.4160381531485279,-0.11760218531791039,1
84,458495.3964398734,4399965.867883047,-0.9126505773460277,0.15347680389953905,3.0693419119615086,1676448776.7031555,1.0305556058883667,100.14893341064453,-0.31268338330379525,-0.12258941283975872,1
85,458495.2996707644,4399965.883694772,-0.950245608729953,0.1396399481431329,3.09155414785638,1676448776.803149,1.0750000476837158,100.14893341064453,-0.3560991532720681,-0.17227443798928757,1
86,458495.20708833553,4399965.896812172,-0.981252715281042,0.12324693486956984,3.112820706751304,1676448776.9031436,1.119444489479065,100.14893341064453,-0.34806334363739666,-0.19010253041386513,1
87,458495.103347212,4399965.909178379,-1.0153569003907497,0.1024564221065836,3.1366256088019213,1676448777.0031695,1.1555556058883667,100.14893341064453,-0.3111867450556871,-0.21205845655652492,1
88,458495.0131218183,4399965.918120862,-1.043388260029641,0.0832333273018769,-3.1255159148961793,1676448777.1031673,1.1888889074325562,99.76596069335938,-0.3611335315307374,-0.24528059511686254,1
89,458494.901654427,4399965.922692639,-1.0864404528416738,0.05198687928363943,-3.100315346438073,1676448777.2031972,1.230555534362793,96.9148941040039,-0.43643323077003354,-0.24655665022326037,1
90,458494.794613275,4399965.924478239,-1.129909727645934,0.020657164181551193,-3.0770458577810276,1676448777.3031645,1.2777777910232544,89.59574127197266,-0.4825888730470508,-0.4196966686622298,1
91,458494.6740258109,4399965.922126519,-1.172605845405472,-0.032005703421817966,-3.053789159430111,1676448777.4031749,1.2999999523162842,81.82978820800781,-0.32380752208790764,-0.5057709433356488,1
92,458494.5495657015,4399965.915305103,-1.2042928094141971,-0.05960804364142964,-3.03310198856292,1676448777.5031595,1.3055555820465088,74.38298034667969,-0.2558899335516867,-0.1648836055768804,1
93,458494.4222716003,4399965.906530755,-1.227493033580621,-0.07894189909270483,-3.014075301306754,1676448777.603159,1.3055555820465088,65.9148941040039,-0.19303574221598474,-0.26099771191860877,1
94,458494.30344387126,4399965.898119932,-1.2462358250806633,-0.11069366448159669,-2.9984728137247583,1676448777.7031257,1.3111110925674438,56.53191375732422,-0.16783932089964904,-0.3538231959942221,1
95,458494.2031813914,4399965.888714462,-1.2592872929509387,-0.1366156837895186,-2.987278734773124,1676448777.8031538,1.3055555820465088,47.8510627746582,-0.11482676781531914,-0.27866913213511507,1
96,458494.0509746665,4399965.871589711,-1.2737400767915175,-0.16273905490149929,-2.973070387059394,1676448777.9031355,1.3055555820465088,40.25531768798828,-0.06219377633745804,-0.20001293203816697,1
97,458493.9179233761,4399965.8542348705,-1.28465015861064,-0.18554796316212635,-2.9629799498832368,1676448778.0031517,1.3027777671813965,31.76595687866211,-0.1325462934079128,-0.24553152103159487,1
98,458493.80514252343,4399965.837690789,-1.2885924543305192,-0.2051526071495253,-2.957125006694735,1676448778.103188,1.2999999523162842,22.510639190673828,-0.02577467077847223,-0.15708349999516513,1
99,458493.6709185889,4399965.815831871,-1.2937796613293389,-0.21742207822379753,-2.9515551827669277,1676448778.2031202,1.2972222566604614,13.893616676330566,-0.046695681216436025,-0.08513411828008836,1
100,458493.54659909056,4399965.794503009,-1.2968183186547275,-0.2294663202451825,-2.948313672263259,1676448778.3031518,1.2972222566604614,6.319149017333984,-0.027920246037604762,-0.10928243947132257,1
101,458493.4013314232,4399965.768297743,-1.2971759969034364,-0.2403030531506025,-2.947126479905764,1676448778.4031234,1.2972222566604614,-1.893617033958435,0.0026015080063908347,-0.057736661731980145,1
102,458493.28736166144,4399965.746890572,-1.2942381660567697,-0.24761207870082497,-2.947991135998663,1676448778.503137,1.2944444417953491,-11.234042167663574,0.041300384658065986,-0.06511776509302038,1
103,458493.1735294371,4399965.725146443,-1.292307311130675,-0.2550439672395755,-2.9505567004273168,1676448778.6031885,1.2972222566604614,-19.659574508666992,-0.0025596550114674044,-0.09656846664015133,1
104,458493.0289660973,4399965.697424599,-1.2860136414844008,-0.25423084804567103,-2.9563022620775365,1676448778.7031696,1.2972222566604614,-29.255319595336914,0.09059935446454952,0.03466994645633305,1
105,458492.8954552109,4399965.671998309,-1.2808519165337464,-0.24808582796788622,-2.9641468692026605,1676448778.8031564,1.2999999523162842,-36.0,0.027854474162793685,0.0966029387304564,1
106,458492.78297194256,4399965.651037472,-1.272732209694776,-0.24224231730932966,-2.9725423637108523,1676448778.903149,1.2999999523162842,-44.46808624267578,0.10176184948851413,0.0613616489740528,1
107,458492.6409348928,4399965.625429646,-1.26034953537231,-0.23161058715724941,-2.9856829370178986,1676448779.003179,1.3055555820465088,-53.9361686706543,0.11989374910328829,0.0010203359077989582,1
108,458492.51933946717,4399965.60206476,-1.2542232784442344,-0.23400707240628846,-2.9984328386204675,1676448779.1031818,1.3055555820465088,-59.8510627746582,0.1042483687345237,0.1291940610172048,1
109,458492.38634401327,4399965.575634892,-1.2623038779145108,-0.21801687020423233,-3.0148918618826066,1676448779.2032082,1.3166667222976685,-62.808509826660156,-0.1716018802682968,0.15325019806808143,1
110,458492.2514617338,4399965.551371657,-1.289130902123109,-0.1911438631560422,-3.031652978965081,1676448779.3031888,1.3388888835906982,-61.787235260009766,-0.29947711810135214,0.23688831178055086,1
111,458492.12381788256,4399965.530955544,-1.3225931365159709,-0.17558676680733123,-3.0466157860892205,1676448779.4031615,1.355555534362793,-59.021278381347656,-0.37272663092735686,0.07545978098188477,1
112,458492.0036767536,4399965.512689749,-1.354897463603514,-0.17063962162240462,-3.0602779326632206,1676448779.5131142,1.3833333253860474,-55.25531768798828,-0.4009598817861925,0.07128293361717392,1
113,458491.84794437164,4399965.493901405,-1.406856794726305,-0.14412363399858538,-3.077188539464988,1676448779.6131077,1.4166666269302368,-49.82978820800781,-0.5158947960702855,0.3039705730775649,1
114,458491.7105044071,4399965.482098143,-1.4562185581451372,-0.1195733235484114,-3.0904847738315517,1676448779.7131703,1.4444444179534912,-45.978721618652344,-0.546750008664521,0.17909801356806554,1
115,458491.58016585774,4399965.472974927,-1.5064539896605877,-0.10500734547742224,-3.101760734674964,1676448779.8131537,1.4833333492279053,-39.27659606933594,-0.6403522462440961,0.14387907213083528,1
116,458491.40742853703,4399965.463387454,-1.580623202962261,-0.08195793824126275,-3.114784865827951,1676448779.9131792,1.5333333015441895,-34.27659606933594,-0.669588372414163,0.22500769450032754,1
117,458491.2658022784,4399965.457779508,-1.6391871535986702,-0.06376184993140604,-3.1237894956480234,1676448780.013164,1.5722222328186035,-29.021276473999023,-0.683773286392155,0.18251301377126428,1
118,458491.07969271066,4399965.453849281,-1.7147045960360452,-0.03954324012164575,-3.133508653101165,1676448780.113158,1.6333333253860474,-24.29787254333496,-0.7519297348721842,0.12856164953986593,1
119,458490.8995078461,4399965.4521999,-1.789726605418405,-0.02551184796955955,-3.141240319786476,1676448780.2131653,1.6916667222976685,-19.319149017333984,-0.6920522164008056,0.22440775384407718,1
120,458490.72642423713,4399965.452585744,-1.8582009687836525,-0.005743799122801804,3.136122229871588,1676448780.3131354,1.7722222805023193,-16.255319595336914,-0.7017590262183367,0.08181291546346592,1
121,458490.51598233887,4399965.4542575665,-1.9408788630750713,0.0023127239025031955,3.1298454536234015,1676448780.4131913,1.8416666984558105,-12.91489315032959,-0.7455024228203506,0.16344602400602337,1
122,458490.3442178829,4399965.456960852,-2.0054017235958232,0.02117963345935223,3.1257219347603638,1676448780.5131757,1.9083333015441895,-11.468085289001465,-0.7118742737522467,0.17369639537662196,1
123,458490.13263849076,4399965.461087573,-2.0800389770441146,0.028530149152468674,3.1217334959622463,1676448780.6131845,1.975000023841858,-10.06382942199707,-0.6348594832329982,0.028114953979633595,1
124,458489.94688069954,4399965.464725706,-2.143346775059012,0.03323072237936844,3.1182907564177746,1676448780.7131479,2.055555582046509,-9.021276473999023,-0.7150505356515798,0.11452659130069309,1
125,458489.70228924183,4399965.470919775,-2.225457909949289,0.0547269886302333,3.11439949376967,1676448780.8131402,2.1194443702697754,-9.234042167663574,-0.6775376637157059,0.18499992202259452,1
126,458489.48541834555,4399965.47770159,-2.295458461690267,0.06008969126947159,3.111111685564797,1676448780.913231,2.183333396911621,-9.808510780334473,-0.7216580328590254,-0.012024461674660869,1
127,458489.2428886048,4399965.485532501,-2.370516315925239,0.06469299625611692,3.106644335878757,1676448781.0131457,2.258333444595337,-11.638298034667969,-0.6764390068828512,0.018039054666776355,1
128,458488.99532133876,4399965.493784955,-2.4312138950357096,0.07429255020207139,3.1015489399226173,1676448781.1131704,2.3388888835906982,-13.106383323669434,-0.6304951109764622,0.10659156835005712,1
129,458488.76123807626,4399965.501860985,-2.4950611708674244,0.08366847940369804,3.0957639782695514,1676448781.213162,2.4083333015441895,-14.702127456665039,-0.6747838049212325,0.14854832860273093,1
130,458488.4598713798,4399965.514594223,-2.584938306266972,0.1168210329585112,3.087601883920719,1676448781.3151536,2.4972221851348877,-16.553192138671875,-0.7171210722988159,0.23411213234028927,1
131,458488.18933475734,4399965.528366698,-2.66587962381537,0.13066489801415093,3.079368515232064,1676448781.41515,2.5805554389953613,-17.70212745666504,-0.6104359857152672,0.04817446418500704,1
132,458487.9111978579,4399965.543660759,-2.732629332092282,0.15602763107125583,3.0700326855733,1676448781.5151644,2.655555486679077,-18.340425491333008,-0.6437006133706634,0.39134155107872926,1
133,458487.64672036865,4399965.561588282,-2.7922435529032974,0.18806586724661103,3.0611599661976285,1676448781.6151345,2.7138888835906982,-18.5744686126709,-0.6705349304102816,0.18412859945651938,1
134,458487.3530072333,4399965.583655061,-2.8633032133166063,0.21167871685688197,3.0511292225291564,1676448781.7151484,2.7916667461395264,-18.212766647338867,-0.7823086481339963,0.46521462817249604,1
135,458487.028796155,4399965.612806978,-2.933415894727097,0.2733623363144514,3.040412613321122,1676448781.815112,2.855555534362793,-17.53191566467285,-0.6985088482826219,0.4003473889307112,1
136,458486.7681009243,4399965.63931769,-2.9966814702587805,0.2971460058067024,3.031897194505378,1676448781.915171,2.9361112117767334,-16.978723526000977,-0.7464007792147062,0.3397000670001322,1
137,458486.42818876257,4399965.67674905,-3.078109465952436,0.33429300719107397,3.021212987906491,1676448782.0151472,2.991666555404663,-16.53191566467285,-0.6796463952997857,0.1351741997633097,1
138,458486.1335896284,4399965.712089051,-3.134341379367196,0.3573166748005625,3.0125174101175602,1676448782.1151574,3.075000047683716,-16.085105895996094,-0.6439047290694041,0.39966969604566516,1
139,458485.8070511969,4399965.7537456835,-3.1978266782219853,0.4005970207585159,3.0029227480081957,1676448782.2151525,3.1388888359069824,-15.404254913330078,-0.5541469251089123,0.41941049749560133,1
140,458485.50032033876,4399965.796936936,-3.250761808530727,0.4556210832656609,2.994424851213436,1676448782.315177,3.202777862548828,-14.574467658996582,-0.539742610494665,0.5664874003021741,1
141,458485.1623571506,4399965.848955422,-3.3043122086845873,0.49531440008571515,2.9857534842493667,1676448782.415172,3.26111102104187,-13.255319595336914,-0.5130324946314124,0.3124835326354526,1
142,458484.8458875998,4399965.899956348,-3.3467778118515,0.521201882453773,2.9782520132895858,1676448782.515102,3.3222222328186035,-11.425532341003418,-0.44045941801689037,0.2888868029020088,1
143,458484.49619244586,4399965.957613285,-3.389563170634537,0.549348313616168,2.9712521053717182,1676448782.6151855,3.3694443702697754,-10.08510684967041,-0.3428753351870094,0.37797183934886835,1
144,458484.19709971035,4399966.0101361675,-3.4206409214352016,0.6108578496896439,2.966505126169661,1676448782.715208,3.4083333015441895,-8.744680404663086,-0.5087836313346912,0.6901053557527204,1
145,458483.86646472,4399966.071557701,-3.4794855541307985,0.6190550218806072,2.961800808487965,1676448782.8151624,3.4583332538604736,-7.659574508666992,-0.7060883173761717,-0.07674571022050863,1
146,458483.47413268377,4399966.143894319,-3.5333388137451247,0.6418397798925374,2.9564408226993697,1676448782.915171,3.5250000953674316,-6.702127456665039,-0.38329798807915005,0.3317423639954368,1
147,458483.162075427,4399966.202919912,-3.569364110062173,0.6613288743226121,2.952926724715131,1676448783.0151746,3.569444417953491,-6.106382846832275,-0.39733172315442467,0.2404239743102045,1
148,458482.7873757804,4399966.27842532,-3.617802828531393,0.6975001351946374,2.9491092069150184,1676448783.115156,3.6111111640930176,-5.340425491333008,-0.3551769878365587,0.30427838302905885,1
149,458482.43676343333,4399966.351278269,-3.6544554260602444,0.7296642352590834,2.946130468830817,1676448783.2151666,3.655555486679077,-4.808510780334473,-0.38956710092448876,0.25372324800646556,1
150,458482.17110472795,4399966.407820346,-3.684491827666915,0.7406949318198216,2.9440849117806813,1676448783.3151374,3.7055554389953613,-4.361701965332031,-0.4399744565198743,0.1513458740791051,1
151,458481.69464155205,4399966.508375797,-3.7357980846835837,0.752682933808259,2.9405743503024,1676448783.415191,3.7527778148651123,-4.021276473999023,-0.3682135289803813,0.22041130441198953,1
152,458481.30251959834,4399966.592307432,-3.777687654188956,0.7749286999565648,2.938064672659922,1676448783.5151849,3.780555486679077,-3.7659573554992676,-0.38843664579527015,0.22601194907911515,1
153,458480.93830033985,4399966.669611797,-3.816392968492313,0.7891343743028647,2.9359586879903308,1676448783.61522,3.827777862548828,-3.5744681358337402,-0.3638401148288301,0.20456501162132967,1
154,458480.539969684,4399966.755111809,-3.856234723114402,0.8160189622621153,2.9337130476191984,1676448783.7152414,3.8694443702697754,-3.4255318641662598,-0.33430156297962177,0.3025376639269291,1
155,458480.16845473,4399966.83637368,-3.895613375245391,0.8329111518149824,2.931753687399569,1676448783.815225,3.9194445610046387,-3.340425491333008,-0.3914157970961202,0.11503234974498111,1
156,458479.76154044765,4399966.92566634,-3.9396779271835283,0.8425390359967788,2.9296041567469633,1676448783.9151747,3.952777862548828,-3.340425491333008,-0.3091885171932994,0.10206649126916581,1
157,458479.38206985034,4399967.009295788,-3.9774047016300154,0.8573549887727666,2.9276455323212014,1676448784.0151966,3.9972221851348877,-3.3191490173339844,-0.33119668449445283,0.20587793302587287,1
158,458478.9658883797,4399967.1031963695,-4.021538959646247,0.8812462119743377,2.926024494006419,1676448784.1152081,4.036110877990723,-3.297872304916382,-0.44060692364006343,0.24440396058489,1
159,458478.57708899496,4399967.191904928,-4.060022842974926,0.9020025249441438,2.9240015847517844,1676448784.2151845,4.083333492279053,-3.297872304916382,-0.4413252489051087,0.2434217122205397,1
160,458478.1518957203,4399967.290276149,-4.099990271345048,0.9238623523438695,2.9218107006794707,1676448784.315182,4.122222423553467,-3.297872304916382,-0.3311455265331992,0.12905504854715227,1
161,458477.75559167564,4399967.382681579,-4.138129099662368,0.9365475526976299,2.919723552820969,1676448784.415145,4.169444561004639,-3.170212745666504,-0.34026969478985936,0.14190111908033143,1
162,458477.32230914617,4399967.484413591,-4.179215323935662,0.9534332416772069,2.9176383736443627,1676448784.515182,4.208333492279053,-2.9787232875823975,-0.4221680256294647,0.06924832122286806,1
163,458476.9194908073,4399967.578866929,-4.219810094320089,0.9663350349570591,2.9157459149162257,1676448784.615222,4.252777576446533,-2.829787254333496,-0.3838920552207012,0.1606626649116641,1
164,458476.47922839946,4399967.68289211,-4.258331197557049,0.9944317881471313,2.9137553202487183,1676448784.7151656,4.286110877990723,-2.659574508666992,-0.35590457736843284,0.43963961957108727,1
165,458476.0694241098,4399967.781757193,-4.295303088094026,1.0154789457546929,2.9123090860739396,1676448784.8151526,4.336111068725586,-2.5106382369995117,-0.44124009177303314,0.1214100132065522,1
166,458475.6212464336,4399967.890259324,-4.338463217517541,1.0252905593636656,2.9105955770876086,1676448784.915148,4.383333206176758,-2.4255318641662598,-0.3852108340700229,0.12000039144825236,1
167,458475.20372165483,4399967.99176836,-4.3748920591860685,1.0440509780852218,2.9091189413837553,1676448785.0251994,4.413888931274414,-2.297872304916382,-0.43488775213404696,0.20536777284849028,1
