frame,x,y,xVelocity,yVelocity,thetayaw,timestamp,speed_mps,steering_percentage,accx,accy
32,458501.3385166629,4399960.4820054555,-4.8552165939434015,1.272676571973724,2.8878192621215186,1676354621.55749,4.94444465637207,-1.085106372833252,-0.1360014865728162,0.08201317065838418
33,458500.5994800885,4399960.681034123,-4.895093665501718,1.2862751507141172,2.8868083613465627,1676354621.7174613,5.002777576446533,-1.106382966041565,-0.2726503436569365,0.07090700783150497
34,458500.0894442706,4399960.818633049,-4.928578220700102,1.3076979360507763,2.8860546682742196,1676354621.8074257,5.025000095367432,-1.063829779624939,-0.4011895153272068,0.1365575175911446
35,458499.6154272596,4399960.94758566,-4.959329341469319,1.3280581402033613,2.8856236917994673,1676354621.9175198,5.06944465637207,-0.8510638475418091,-0.2689822303157935,0.127304685932424
36,458499.05918754457,4399961.100074515,-4.993371511896013,1.3330580146464441,2.8854954679635183,1676354622.0174625,5.111111164093018,-0.5106382966041565,-0.3755550776811021,-0.1472043659342943
37,458498.63714278815,4399961.221048877,-5.025289569292308,1.3615179724925797,2.8853104476931755,1676354622.1074786,5.125,-0.2978723347187042,-0.38404211416270306,0.053486718598202254
38,458498.0699130325,4399961.384300721,-5.05143506900638,1.376681260716845,2.8855439319032596,1676354622.2174418,5.14722204208374,0.042553190141916275,-0.17597376181533358,0.10591948851081306
39,458497.49887414864,4399961.548642965,-5.090995594567562,1.394936169938194,2.8863572861479305,1676354622.317452,5.186110973358154,0.5319148898124695,-0.415150088191949,0.12982655191906634
40,458497.0051543587,4399961.691395727,-5.124579706565878,1.3942259603508391,2.8873167109167284,1676354622.4174585,5.219444274902344,0.914893627166748,-0.2929661915030183,0.04151315372518399
41,458496.59071876714,4399961.81162082,-5.152830316813794,1.4001890047797472,2.8884742787896016,1676354622.5174522,5.255555629730225,1.3617020845413208,-0.35976523189249054,0.0007028375198804004
42,458496.00962401053,4399961.975469086,-5.1941838285714,1.391832048629799,2.890510799055334,1676354622.617427,5.288888931274414,1.7234042882919312,-0.33872825244112126,-0.05562213385393047
43,458495.426907593,4399962.134680491,-5.231674253551972,1.3944706431658205,2.8928283917441675,1676354622.7174423,5.324999809265137,1.978723406791687,-0.40604764117677683,-0.0778052793926452
44,458494.9238777205,4399962.2708821865,-5.265479132822739,1.3917189729691863,2.895070557319541,1676354622.8174932,5.361111164093018,2.0212767124176025,-0.33415946748810543,0.12135434406354945
45,458494.3752376219,4399962.418654051,-5.305890096519829,1.3857689686577297,2.897636154316608,1676354622.9174936,5.386111259460449,1.957446813583374,-0.4149326831842436,-0.18575689917424235
46,458493.9079136325,4399962.542745139,-5.332868607422696,1.3810885941246696,2.8995763887683648,1676354623.017449,5.416666507720947,1.6170213222503662,-0.2813667987025386,0.049865595093589316
