frame,id,x,y,xVelocity,yVelocity,thetayaw,type,timestamp
12,7292,458497.48765756405,4400213.323042801,0.0,0.0,-1.7208948135375977,5,1676356681.764478
12,7497,458421.1226214601,4400287.175815042,-0.0,-0.0,-0.3781396746635437,5,1676356681.764478
13,7292,458497.48221749195,4400213.313383544,0.0,-0.0,-1.7099971771240234,5,1676356681.864643
13,7497,458421.10973394534,4400287.178220997,0.0,0.0,-0.36516687273979187,5,1676356681.864643
14,7292,458497.48221749195,4400213.313383544,0.0,-0.0,-1.7099971771240234,5,1676356681.864643
14,7497,458421.10973394534,4400287.178220997,0.0,0.0,-0.36516687273979187,5,1676356681.864643
15,7292,458497.4791220126,4400213.291934353,-0.0,-0.0,-1.7302262783050537,5,1676356682.0646276
15,7497,458420.24716961896,4400288.112715065,-0.0,0.0,-0.38973256945610046,5,1676356682.0646276
16,7292,458497.4967913103,4400213.329039317,-0.0,-0.0,-1.7360038757324219,5,1676356682.164754
16,7497,458421.10153479886,4400287.071203468,-0.0,0.0,-0.3590058982372284,5,1676356682.164754
17,7292,458497.49695567484,4400213.301124644,0.0,0.0,-1.7401142120361328,5,1676356682.2647989
17,7497,458421.06299034867,4400287.104493775,0.0,-0.0,-0.3399845063686371,5,1676356682.2647989
18,7292,458497.4819995652,4400213.321683685,0.0,-0.0,-1.7268881797790527,5,1676356682.3648655
18,7497,458421.1274181464,4400287.06227908,0.0,-0.0,-0.34679698944091797,5,1676356682.3648655
19,7292,458497.4810214151,4400213.293610565,-0.0,0.0,-1.715518832206726,5,1676356682.4648497
19,7497,458421.1339664099,4400287.1763375765,0.0,-0.0,-0.38738852739334106,5,1676356682.4648497
20,7292,458497.5475836605,4400213.384389068,-0.0,-0.0,-1.7139159440994263,5,1676356682.564857
20,7497,458420.21666643815,4400288.104062374,0.0,-0.0,-0.36264511942863464,5,1676356682.564857
21,7292,458497.47961837385,4400213.294841951,0.0,0.0,-1.7266124486923218,5,1676356682.6648202
21,7497,458420.17803645786,4400288.116980711,-0.0,0.0,-0.3743206858634949,5,1676356682.6648202
22,7292,458497.47961837385,4400213.294841951,0.0,0.0,-1.7266124486923218,5,1676356682.6648202
22,7497,458420.17803645786,4400288.116980711,-0.0,0.0,-0.3743206858634949,5,1676356682.6648202
23,7292,458497.53518595966,4400213.306708839,-0.0,-0.0,-1.7212872505187988,5,1676356682.8648825
23,7497,458421.1234226504,4400287.174726492,-0.0,0.0,-0.36225634813308716,5,1676356682.8648825
24,7292,458497.47746648197,4400213.260817181,0.0,0.0,-1.7205243110656738,5,1676356682.9647596
24,7497,458419.72100645385,4400288.2570380615,0.0,-0.0,-0.3563373386859894,5,1676356682.9647596
25,7292,458497.48099806014,4400213.294435852,-0.0,-0.0,-1.6931263208389282,5,1676356683.064688
25,7497,458421.1392610338,4400287.163940664,-0.0,0.0,-0.3412265479564667,5,1676356683.064688
26,7292,458497.48265434743,4400213.327394644,-0.0,-0.0,-1.7122288942337036,5,1676356683.1648073
26,7497,458421.2961771046,4400286.953255128,0.0,-0.0,-0.3516296148300171,5,1676356683.1648073
27,7292,458497.49299379677,4400213.357122948,-0.0,0.0,-1.7202917337417603,5,1676356683.2646787
27,7497,458421.14456571924,4400287.080379982,0.0,-0.0,-0.32735389471054077,5,1676356683.2646787
28,7292,458497.48922340956,4400213.301282594,0.0,0.0,-1.7318835258483887,5,1676356683.3645148
28,7497,458421.0892093011,4400287.099288206,0.0,-0.0,-0.3580159544944763,5,1676356683.3645148
29,7292,458497.5395746918,4400213.36477951,-0.0,-0.0,-1.719629168510437,5,1676356683.464548
29,7497,458420.247252536,4400288.1512163235,0.0,-0.0,-0.3902580440044403,5,1676356683.464548
30,7292,458497.4881653886,4400213.365967561,0.0,0.0,-1.7336431741714478,5,1676356683.5645864
30,7497,458421.1185059665,4400287.197942944,-0.0,0.0,-0.39288049936294556,5,1676356683.5645864
31,7292,458497.4881653886,4400213.365967561,0.0,0.0,-1.7336431741714478,5,1676356683.5645864
31,7497,458421.1185059665,4400287.197942944,-0.0,0.0,-0.39288049936294556,5,1676356683.5645864
32,7292,458497.49005259736,4400213.381720715,-0.0,0.0,-1.747987151145935,5,1676356683.6644425
32,7497,458420.18891021924,4400288.069232209,0.0,-0.0,-0.42678534984588623,5,1676356683.6644425
33,7292,458497.49005259736,4400213.381720715,-0.0,0.0,-1.747987151145935,5,1676356683.6644425
33,7497,458420.18891021924,4400288.069232209,0.0,-0.0,-0.42678534984588623,5,1676356683.6644425
34,7292,458497.47728246637,4400213.3224807335,0.0,0.0,-1.7201600074768066,5,1676356683.8643627
34,7497,458420.2340897358,4400288.134985085,-0.0,0.0,-0.4383866488933563,5,1676356683.8643627
35,7292,458497.4882027779,4400213.421138793,-0.0,-0.0,-1.7391715049743652,5,1676356684.0642073
35,7497,458421.15269640693,4400287.2012356995,-0.0,0.0,-0.390052855014801,5,1676356684.0642073
36,7292,458497.4882027779,4400213.421138793,-0.0,-0.0,-1.7391715049743652,5,1676356684.0642073
36,7497,458421.15269640693,4400287.2012356995,-0.0,0.0,-0.390052855014801,5,1676356684.0642073
37,7292,458497.4666170519,4400213.311177516,-0.0,-0.0,-1.7216508388519287,5,1676356684.264432
37,7497,458420.2262604367,4400288.135333097,0.0,-0.0,-0.35663902759552,5,1676356684.264432
38,7292,458497.4666170519,4400213.311177516,-0.0,-0.0,-1.7216508388519287,5,1676356684.264432
38,7497,458420.2262604367,4400288.135333097,0.0,-0.0,-0.35663902759552,5,1676356684.264432
39,7292,458497.5291904453,4400213.368001869,-0.0,-0.0,-1.7428251504898071,5,1676356684.3642921
40,7292,458497.4788319111,4400213.328811858,0.0,0.0,-1.7406812906265259,5,1676356684.4643629
40,7497,458421.0938490344,4400287.194927597,-0.0,0.0,-0.3941294848918915,5,1676356684.4643629
41,7292,458497.4647466243,4400213.310817422,-0.0,-0.0,-1.7203834056854248,5,1676356684.5643861
41,7497,458421.102298108,4400287.116006084,0.0,-0.0,-0.38010355830192566,5,1676356684.5643861
42,7292,458497.4861316426,4400213.423565081,-0.0,-0.0,-1.769325852394104,5,1676356684.6644316
42,7497,458421.10283661453,4400287.222853242,0.0,-0.0,-0.38336101174354553,5,1676356684.6644316
43,7292,458497.50388467836,4400213.356918282,0.0,0.0,-1.7592668533325195,5,1676356684.7644744
43,7497,458420.23915430804,4400288.154367405,0.0,-0.0,-0.3912743628025055,5,1676356684.7644744
44,7292,458497.46777523775,4400213.368489072,0.0,-0.0,-1.7508058547973633,5,1676356684.9645712
44,7497,458420.2459658812,4400288.182634551,-0.0,0.0,-0.3825635313987732,5,1676356684.9645712
45,7292,458497.4713567948,4400213.306028762,-0.0,0.0,-1.7412782907485962,5,1676356685.0647142
45,7497,458420.23021903547,4400288.158120989,-0.0,0.0,-0.36932235956192017,5,1676356685.0647142
46,7292,458497.50397491694,4400213.297550544,-0.0,-0.0,-1.7123804092407227,5,1676356685.1649225
46,7497,458420.2193142339,4400288.177740299,-0.0,0.0,-0.37349313497543335,5,1676356685.1649225
47,7292,458497.13810309983,4400213.272190901,0.0,-0.0,-1.7457482814788818,5,1676356685.2647872
47,7497,458421.1071600851,4400287.137015767,-0.0,0.0,-0.38341909646987915,5,1676356685.2647872
48,7292,458497.4520909727,4400213.320305214,-0.0,-0.0,-1.7286101579666138,5,1676356685.364927
48,7497,458420.17413336923,4400288.181596099,0.0,-0.0,-0.4007265567779541,5,1676356685.364927
49,7292,458497.5101747934,4400213.401214882,0.0,-0.0,-1.7315266132354736,5,1676356685.4648528
49,7497,458421.13904071256,4400287.251566789,-0.0,0.0,-0.38863852620124817,5,1676356685.4648528
50,7292,458497.4512869463,4400213.330411274,0.0,0.0,-1.7411059141159058,5,1676356685.5648985
50,7497,458419.8271360392,4400288.428480411,0.0,-0.0,-0.39214104413986206,5,1676356685.5648985
51,7292,458497.46083426493,4400213.386491857,-0.0,-0.0,-1.7485977411270142,5,1676356685.664941
51,7497,458419.7947186537,4400288.445957909,-0.0,0.0,-0.41237595677375793,5,1676356685.664941
52,7292,458497.55095105834,4400213.341409967,-0.0,0.0,-1.7383160591125488,5,1676356685.7647815
52,7497,458421.3733163969,4400287.162628774,-0.0,0.0,-0.4031222462654114,5,1676356685.7647815
53,7292,458497.44696767145,4400213.31654721,0.0,0.0,-1.720489740371704,5,1676356685.864637
54,7292,458497.4964026004,4400213.306387112,-0.0,-0.0,-1.7361623048782349,5,1676356685.9646587
54,7497,458419.8174317847,4400288.434886736,0.0,-0.0,-0.42023149132728577,5,1676356685.9646587
55,7292,458497.4891061055,4400213.307680308,0.0,-0.0,-1.7183067798614502,5,1676356686.0644639
55,7497,458420.20998890063,4400288.222381402,-0.0,0.0,-0.4371406137943268,5,1676356686.0644639
56,7292,458497.5351957048,4400213.399466551,-0.0,-0.0,-1.7111130952835083,5,1676356686.1646006
56,7497,458420.2208843093,4400288.207101701,-0.0,0.0,-0.4148467481136322,5,1676356686.1646006
57,7292,458497.44753460155,4400213.326416987,0.0,0.0,-1.728419303894043,5,1676356686.2643743
57,7497,458421.14175179304,4400287.252186606,-0.0,0.0,-0.372028648853302,5,1676356686.2643743
58,7292,458497.5048651147,4400213.340345873,-0.0,-0.0,-1.7356575727462769,5,1676356686.364295
58,7497,458421.1915851724,4400287.239217371,0.0,-0.0,-0.3753044605255127,5,1676356686.364295
59,7292,458497.53470517625,4400213.298510952,0.0,0.0,-1.6922492980957031,5,1676356686.4641652
59,7497,458421.14979498717,4400287.251571386,0.0,-0.0,-0.3836846351623535,5,1676356686.4641652
60,7292,458497.4402409197,4400213.261352741,0.0,-0.0,-1.6977366209030151,5,1676356686.5643802
60,7497,458421.14585422655,4400287.251883687,0.0,-0.0,-0.36604568362236023,5,1676356686.5643802
61,7292,458497.455057031,4400213.391356486,-0.0,-0.0,-1.7127983570098877,5,1676356686.6641803
61,7497,458421.1677704385,4400287.246255157,0.0,-0.0,-0.3706081211566925,5,1676356686.6641803
62,7292,458497.4458802709,4400213.313852006,-0.0,0.0,-1.7257039546966553,5,1676356686.7644203
