frame,id,x,y,xVelocity,yVelocity,thetayaw,type,timestamp
3,825,458441.51245921355,4399963.398604319,0.7912622094154358,-0.4758789539337158,-0.5415168404579163,3,1676354622.4643357
3,831,458432.7264081723,4399966.556230174,-0.0,-0.0,2.790712833404541,5,1676354622.4643357
3,833,458537.3879254653,4399928.807936557,0.0,0.0,2.532806396484375,3,1676354622.4643357
4,825,458441.7681626595,4399963.287886188,0.7702305316925049,-0.5026849508285522,-0.580010175704956,3,1676354622.6642528
4,831,458432.20852865896,4399966.732423998,0.0,-0.0,2.825639486312866,5,1676354622.6642528
4,833,458537.1512986243,4399928.937987725,0.0,0.0,2.520397186279297,3,1676354622.6642528
5,825,458441.7681626595,4399963.287886188,0.7702305316925049,-0.5026849508285522,-0.580010175704956,3,1676354622.6642528
5,831,458432.20852865896,4399966.732423998,0.0,-0.0,2.825639486312866,5,1676354622.6642528
5,833,458537.1512986243,4399928.937987725,0.0,0.0,2.520397186279297,3,1676354622.6642528
6,825,458442.05914816126,4399963.308361402,0.7117836475372314,-0.4645316004753113,-0.5789567828178406,3,1676354622.8644114
6,831,458432.57283874927,4399966.626397499,0.0,-0.0,2.837996482849121,5,1676354622.8644114
6,833,458537.371100064,4399928.865030926,0.0,-0.0,2.3634495735168457,3,1676354622.8644114
7,825,458442.05914816126,4399963.308361402,0.7117836475372314,-0.4645316004753113,-0.5789567828178406,3,1676354622.8644114
7,831,458432.57283874927,4399966.626397499,0.0,-0.0,2.837996482849121,5,1676354622.8644114
7,833,458537.371100064,4399928.865030926,0.0,-0.0,2.3634495735168457,3,1676354622.8644114
8,825,458442.29629767657,4399963.2730514165,0.796836256980896,-0.3610289692878723,-0.422839879989624,3,1676354623.0645454
8,831,458432.62716102594,4399966.738601778,0.0,0.0,2.772833824157715,5,1676354623.0645454
9,825,458442.29629767657,4399963.2730514165,0.796836256980896,-0.3610289692878723,-0.422839879989624,3,1676354623.0645454
9,831,458432.62716102594,4399966.738601778,0.0,0.0,2.772833824157715,5,1676354623.0645454
10,825,458442.5225129685,4399963.152347699,1.0263384580612183,-0.5199080109596252,-0.4698590934276581,3,1676354623.1646173
10,831,458432.72054155037,4399966.927795002,-0.0,-0.0,2.7191274166107178,5,1676354623.1646173
11,825,458442.53021116427,4399963.156784438,1.046827793121338,-0.38295161724090576,-0.3487977385520935,3,1676354623.2646255
11,831,458432.66014020087,4399966.777129328,0.0,0.0,2.765028953552246,5,1676354623.2646255
12,825,458442.661156543,4399963.101621601,1.0302695035934448,-0.38295629620552063,-0.35668739676475525,3,1676354623.3648205
12,831,458432.62988515483,4399966.786323034,0.0,-0.0,2.8016769886016846,5,1676354623.3648205
13,825,458442.83945987746,4399963.031493414,1.0725544691085815,-0.4300854802131653,-0.3823702037334442,3,1676354623.4647756
13,831,458432.4709350733,4399966.816905364,0.0,-0.0,2.785003185272217,5,1676354623.4647756
14,825,458443.1723928806,4399962.910911571,1.1947712898254395,-0.45865365862846375,-0.3671645224094391,3,1676354623.6645858
14,831,458432.499928867,4399966.816605727,0.0,0.0,2.7661149501800537,5,1676354623.6645858
15,825,458443.1723928806,4399962.910911571,1.1947712898254395,-0.45865365862846375,-0.3671645224094391,3,1676354623.6645858
15,831,458432.499928867,4399966.816605727,0.0,0.0,2.7661149501800537,5,1676354623.6645858
16,825,458443.1569617837,4399962.906537087,1.2335150241851807,-0.4058122932910919,-0.3169986605644226,3,1676354623.7644982
16,831,458432.539299522,4399966.675495009,-0.0,0.0,2.8058907985687256,5,1676354623.7644982
17,825,458443.3462733541,4399962.803315357,1.2235887050628662,-0.5517527461051941,-0.4257388114929199,3,1676354623.8645067
17,831,458432.56171828514,4399966.792777208,0.0,-0.0,2.833280086517334,5,1676354623.8645067
18,825,458443.4832137508,4399962.810556098,1.185477614402771,-0.551318883895874,-0.4352989196777344,3,1676354623.9645717
18,831,458432.58904728893,4399966.7850098945,0.0,0.0,2.8151745796203613,5,1676354623.9645717
19,825,458443.6141619056,4399962.689224322,1.1314955949783325,-0.4962005019187927,-0.4123879373073578,3,1676354624.0645387
19,831,458432.59099466755,4399966.687474829,0.0,0.0,2.8447532653808594,5,1676354624.0645387
20,825,458443.75637449406,4399962.676140377,1.100718379020691,-0.4319082498550415,-0.3727869391441345,3,1676354624.1644595
20,831,458432.5506685374,4399966.759594486,0.0,-0.0,2.831146717071533,5,1676354624.1644595
21,825,458443.8731118416,4399962.688707759,1.0727227926254272,-0.3855467140674591,-0.3446432054042816,3,1676354624.2644267
